DATE,TIME (GMT),LAT. (N),LONG. (E),DEPTH (km),MAGNITUDE (Local)
2022 JUL 26,20 22 31.0,38.3830,22.0757,9,1.8
2022 JUL 26,20 49 14.7,38.0672,22.8584,10,1.8
2022 JUL 26,21 01 02.6,38.4261,21.9337,8,1.5
2022 JUL 26,21 11 23.7,37.9184,21.3437,13,1.1
2022 JUL 26,21 12 15.0,38.3299,23.4206,9,1.6
2022 JUL 26,21 28 51.7,37.9642,24.0976,13,1.0
2022 JUL 26,21 35 15.2,36.9722,22.6891,14,2.0
2022 JUL 26,22 22 18.6,38.3162,23.4004,7,1.3
2022 JUL 26,22 39 31.7,39.7160,22.1626,14,1.3
2022 JUL 26,22 46 55.1,37.7852,23.6394,17,1.4
2022 JUL 26,22 58 34.7,38.3217,23.4453,11,0.9
2022 JUL 26,23 32 07.3,34.7836,25.3592,12,2.4
2022 JUL 26,23 34 08.9,35.1984,25.3400,10,2.8
2022 JUL 26,23 45 09.4,37.7934,23.5899,8,1.3
2022 JUL 26,23 56 55.9,38.4160,21.9273,12,0.9
2022 JUL 27,00 09 47.3,37.5545,21.6481,12,2.5
2022 JUL 27,00 38 42.8,39.6391,20.3316,16,0.9
2022 JUL 27,00 40 17.3,38.3043,23.3464,7,1.4
2022 JUL 27,00 46 46.5,38.3189,23.4050,8,1.3
2022 JUL 27,01 13 01.6,40.4814,23.4224,13,1.6
2022 JUL 27,01 22 35.8,38.3583,23.6751,15,1.5
2022 JUL 27,02 25 39.2,38.3963,23.7003,13,1.0
2022 JUL 27,02 27 20.8,38.3601,21.7049,8,1.0
2022 JUL 27,02 32 23.6,37.9623,24.0994,15,1.1
2022 JUL 27,02 57 18.9,39.9371,19.4989,6,1.5
2022 JUL 27,03 02 20.5,37.5540,21.6568,13,2.1
2022 JUL 27,03 48 58.2,34.9155,27.0273,5,2.6
2022 JUL 27,05 07 49.9,35.1933,25.3377,14,2.6
2022 JUL 27,05 12 59.7,35.1828,25.3244,13,1.7
2022 JUL 27,06 07 37.5,38.3217,23.4325,11,1.6
2022 JUL 27,06 15 54.9,35.2007,25.3203,14,2.8
2022 JUL 27,06 21 18.2,40.4572,23.0475,11,0.9
2022 JUL 27,06 21 31.7,38.4370,21.9209,9,1.2
2022 JUL 27,07 21 19.3,35.2052,25.3551,20,2.7
2022 JUL 27,07 38 46.4,38.3112,23.4540,12,2.1
2022 JUL 27,07 59 11.3,37.2739,20.5252,16,2.1
2022 JUL 27,09 39 33.5,38.5689,21.9072,19,1.4
2022 JUL 27,10 25 32.6,37.9092,21.4755,28,1.3
2022 JUL 27,12 14 35.4,38.3464,23.4215,6,1.2
2022 JUL 27,12 15 01.5,35.1997,25.3322,7,2.0
2022 JUL 27,12 32 54.9,37.4222,20.7559,17,3.0
2022 JUL 27,12 34 47.6,35.1723,25.3230,12,3.0
2022 JUL 27,13 52 49.6,39.6309,25.4027,15,1.6
2022 JUL 27,14 07 39.1,35.1920,25.3079,6,2.6
2022 JUL 27,14 57 04.8,38.3244,23.3080,13,2.2
2022 JUL 27,15 23 04.3,38.3308,23.2970,14,1.9
2022 JUL 27,17 28 45.1,35.1979,25.2983,14,2.0
2022 JUL 27,17 47 58.3,35.2139,25.3500,9,2.3
2022 JUL 27,18 23 58.2,38.3702,23.4041,16,1.1
2022 JUL 27,19 33 30.1,38.4201,21.8546,8,0.4
2022 JUL 27,20 28 43.5,38.3272,23.4169,10,1.2
2022 JUL 27,20 41 43.6,36.7410,21.3254,12,2.0
2022 JUL 27,20 41 51.8,38.2755,22.1494,6,0.4
2022 JUL 27,20 49 39.0,37.9051,22.6231,7,0.9
2022 JUL 27,20 49 43.1,38.3400,22.1233,10,0.8
2022 JUL 27,20 54 27.0,35.7394,27.4631,18,2.5
2022 JUL 27,21 17 47.0,35.2267,25.3207,8,1.5
2022 JUL 27,21 18 08.0,35.2007,25.3340,7,1.0
2022 JUL 27,21 31 16.5,35.1952,25.3056,7,2.0
2022 JUL 27,21 49 29.3,40.1656,21.7799,14,1.7
2022 JUL 27,21 50 10.9,35.2016,25.3505,10,1.4
2022 JUL 27,21 59 44.9,38.3025,23.3858,6,1.5
2022 JUL 27,22 01 48.0,38.3134,23.3199,8,1.3
2022 JUL 27,22 31 11.4,37.9070,21.0512,16,1.0
2022 JUL 27,22 31 51.0,35.1970,25.3130,6,0.9
2022 JUL 27,22 58 01.4,35.1558,25.2324,12,2.0
2022 JUL 27,23 00 53.7,34.8395,26.8964,21,2.0
2022 JUL 27,23 26 03.1,35.1924,25.3084,6,1.4
2022 JUL 27,23 34 51.6,35.7184,22.4579,46,2.3
2022 JUL 27,23 38 02.1,37.7628,23.6362,13,1.4
2022 JUL 27,23 51 06.3,34.8207,24.7060,16,2.1
2022 JUL 28,00 16 25.8,35.1544,25.2740,9,1.7
2022 JUL 28,00 19 14.5,35.2020,25.3400,6,1.3
2022 JUL 28,00 20 21.2,35.1924,25.3084,7,2.9
2022 JUL 28,00 25 41.0,35.2299,25.3239,8,1.4
2022 JUL 28,00 28 53.4,35.2034,25.3304,5,0.8
2022 JUL 28,00 34 43.2,37.9610,24.1017,18,1.6
2022 JUL 28,00 44 29.4,35.1942,25.3313,6,1.4
2022 JUL 28,01 01 03.5,38.3244,23.3849,6,1.1
2022 JUL 28,01 02 10.7,38.2988,23.3116,6,0.5
2022 JUL 28,01 06 21.0,39.0504,21.8340,17,0.9
2022 JUL 28,01 08 00.1,35.1938,25.3171,6,1.4
2022 JUL 28,01 21 15.3,37.4995,21.9456,19,1.9
2022 JUL 28,01 27 42.2,38.3153,23.3061,10,1.4
2022 JUL 28,01 34 15.4,35.2071,25.3395,5,2.0
2022 JUL 28,01 36 19.9,35.2080,25.3505,5,1.0
2022 JUL 28,01 56 33.7,37.5833,19.8972,7,1.8
2022 JUL 28,01 59 31.2,35.2034,25.3368,14,2.1
2022 JUL 28,02 46 03.9,34.7452,24.2313,19,2.6
2022 JUL 28,02 47 52.6,34.8546,24.1383,23,1.3
2022 JUL 28,04 28 41.6,35.1888,25.2956,6,1.9
2022 JUL 28,04 29 33.5,35.2061,25.3249,17,1.9
2022 JUL 28,05 21 26.8,34.5831,23.9008,20,2.5
2022 JUL 28,05 56 57.9,38.2686,22.1764,8,1.0
2022 JUL 28,06 04 19.9,35.1915,25.2974,13,1.6
2022 JUL 28,06 14 01.0,35.2098,25.3386,14,2.4
2022 JUL 28,06 19 23.6,39.9252,19.5053,6,2.0
2022 JUL 28,06 26 48.3,36.5208,25.5135,14,2.4
2022 JUL 28,08 06 14.9,35.1961,25.3139,6,2.1
2022 JUL 28,08 27 48.8,37.4460,20.4062,17,1.9
2022 JUL 28,09 27 09.8,38.6101,23.8280,13,2.5
2022 JUL 28,09 46 08.4,34.4694,26.6046,15,2.4
2022 JUL 28,09 50 40.4,37.2931,20.4913,22,3.0
2022 JUL 28,10 05 44.7,37.9344,22.4226,13,1.7
2022 JUL 28,10 11 14.9,36.0370,27.2443,19,2.2
2022 JUL 28,10 11 42.7,35.2048,25.3207,21,1.8
2022 JUL 28,11 20 59.0,39.6561,23.3871,18,2.3
2022 JUL 28,11 30 58.0,35.1814,25.3258,14,3.0
2022 JUL 28,11 38 45.8,39.6597,23.3688,20,3.5
2022 JUL 28,11 49 23.9,39.6400,23.4196,17,2.0
2022 JUL 28,12 00 25.5,39.6515,23.3881,18,2.0
2022 JUL 28,12 05 41.8,39.6758,23.3455,17,1.6
2022 JUL 28,13 11 09.9,34.3661,23.7570,26,2.5
2022 JUL 28,13 37 56.3,39.6007,21.8413,18,1.2
2022 JUL 28,13 45 05.7,39.6552,23.3624,11,1.4
2022 JUL 28,13 48 19.8,39.6432,23.4219,22,1.5
2022 JUL 28,13 53 56.5,36.6582,26.9179,13,1.8
2022 JUL 28,14 20 27.2,35.2121,25.3427,10,2.0
2022 JUL 28,14 42 04.6,35.1649,25.2983,19,2.0
2022 JUL 28,15 47 53.9,35.2112,25.3088,16,2.2
2022 JUL 28,15 56 39.8,39.6506,23.3908,14,1.5
2022 JUL 28,15 57 52.0,35.2176,25.3391,10,2.6
2022 JUL 28,16 04 44.8,39.9957,23.6700,13,1.7
2022 JUL 28,16 27 33.9,37.8314,26.8744,13,3.1
2022 JUL 28,16 49 04.4,37.9184,24.1141,15,1.7
2022 JUL 28,17 16 36.6,39.8305,22.0793,11,1.8
2022 JUL 28,17 56 37.8,35.1924,25.3477,7,2.6
2022 JUL 28,18 07 56.3,38.4402,21.8051,13,1.7
2022 JUL 28,18 42 11.8,35.1714,25.3285,17,1.7
2022 JUL 28,18 56 46.4,37.6140,21.5318,18,1.9
2022 JUL 28,19 28 05.4,35.1659,25.3450,17,1.8
2022 JUL 28,19 43 05.6,37.6360,21.5712,17,1.7
2022 JUL 28,19 44 04.0,35.4245,21.7209,8,2.5
2022 JUL 28,19 50 14.1,34.7360,24.2587,12,2.0
2022 JUL 28,21 04 47.2,35.2267,27.2360,37,3.5
2022 JUL 28,21 10 53.5,37.6250,21.5483,15,1.8
2022 JUL 28,21 30 54.8,34.8422,25.2713,24,1.4
2022 JUL 28,21 41 01.9,38.3482,23.4554,5,1.2
2022 JUL 28,21 49 18.6,35.4996,23.3121,14,2.3
2022 JUL 28,22 16 02.2,35.1997,25.3239,11,2.0
2022 JUL 28,22 17 25.5,38.3116,23.3885,6,1.2
2022 JUL 28,22 20 18.6,35.2171,25.4201,8,2.0
2022 JUL 28,22 26 05.4,35.1741,25.3203,8,1.8
2022 JUL 28,22 39 35.2,35.1906,25.3276,7,2.3
2022 JUL 28,22 55 26.5,38.2956,23.4036,6,0.8
2022 JUL 28,23 12 12.5,34.4275,26.4807,18,2.5
2022 JUL 28,23 33 36.9,35.1613,25.3322,11,2.1
2022 JUL 29,00 00 58.7,38.4311,21.9205,9,1.6
2022 JUL 29,00 33 08.4,39.8392,20.1022,12,1.5
2022 JUL 29,01 50 18.5,35.1732,25.3139,9,2.3
2022 JUL 29,02 32 53.5,38.3015,23.3437,7,1.8
2022 JUL 29,02 52 26.4,38.3189,23.3675,7,1.5
2022 JUL 29,03 03 24.2,34.9567,31.7450,13,2.4
2022 JUL 29,03 29 08.0,39.3155,23.1326,11,2.0
2022 JUL 29,04 24 40.9,35.1118,24.2757,14,2.5
2022 JUL 29,04 34 42.1,39.4968,26.9394,16,2.5
2022 JUL 29,04 59 44.9,36.5886,23.1569,14,2.3
2022 JUL 29,07 54 26.9,36.2247,25.3757,16,2.7
2022 JUL 29,09 12 56.5,39.6556,23.3977,18,1.5
2022 JUL 29,10 36 34.2,40.8385,22.8905,13,1.0
2022 JUL 29,13 29 10.4,38.3006,23.4425,7,1.3
2022 JUL 29,13 34 54.0,41.0802,23.8490,17,1.4
2022 JUL 29,13 44 48.0,38.4105,21.9914,10,4.4
2022 JUL 29,14 00 31.5,38.4068,22.0262,9,1.3
2022 JUL 29,14 24 18.3,38.4531,21.9791,15,1.0
2022 JUL 29,14 42 51.2,38.3601,22.0821,9,1.3
2022 JUL 29,17 17 04.8,38.3354,22.0473,7,1.4
2022 JUL 29,17 38 56.3,38.4315,21.9960,9,2.3
2022 JUL 29,18 05 06.1,38.4737,20.4433,15,3.2
2022 JUL 29,19 15 27.4,37.1411,21.6870,18,2.1
2022 JUL 29,19 29 27.9,39.6689,23.3487,18,1.4
2022 JUL 29,20 30 24.3,37.9243,20.9843,26,1.9
2022 JUL 29,21 20 16.8,37.9491,20.7426,19,1.9
2022 JUL 29,21 44 31.5,37.9404,20.7431,19,1.7
2022 JUL 29,22 08 19.6,38.3070,23.4187,6,1.3
2022 JUL 29,23 26 44.6,36.4078,22.7060,7,1.6
2022 JUL 29,23 29 25.5,36.4050,22.7014,9,2.1
2022 JUL 29,23 59 25.3,39.6698,23.3514,11,1.1
2022 JUL 30,00 05 38.2,35.7706,25.4123,13,1.7
2022 JUL 30,00 24 49.6,36.2311,27.0282,10,2.4
2022 JUL 30,01 02 47.1,35.2116,25.3395,6,2.5
2022 JUL 30,02 26 42.1,39.3704,20.5490,10,1.6
2022 JUL 30,02 48 52.7,38.4828,21.8687,11,0.9
2022 JUL 30,03 29 09.7,40.8385,22.8831,12,1.3
2022 JUL 30,03 29 51.9,40.8403,22.8996,15,1.3
2022 JUL 30,03 47 50.7,39.7691,22.0134,10,1.4
2022 JUL 30,04 35 18.0,36.0507,22.3196,7,3.6
2022 JUL 30,04 44 42.5,35.9885,22.2372,10,3.2
2022 JUL 30,09 19 42.3,37.5815,20.7120,14,3.0
2022 JUL 30,09 30 00.0,41.0948,23.8545,15,1.3
2022 JUL 30,11 11 38.4,40.8430,22.8914,12,2.1
2022 JUL 30,12 02 28.3,35.1297,26.7856,10,2.7
2022 JUL 30,12 10 08.5,38.2553,22.6547,18,1.4
2022 JUL 30,12 24 58.4,38.5240,21.7424,18,1.4
2022 JUL 30,12 44 06.0,40.8417,22.8900,13,1.4
2022 JUL 30,12 47 33.5,35.1988,25.2946,17,2.3
2022 JUL 30,12 53 10.5,40.2095,25.1619,12,2.2
2022 JUL 30,13 28 02.6,38.5593,21.5543,9,0.8
2022 JUL 30,14 17 18.9,38.8353,21.1629,13,2.4
